Cheese Name,Milk Type,Texture,Rind,Color,Flavor,Aroma,,,,,,,,,,
/lecir-de-laubrac/,Made from unpasteurized cow's milk,France,Auvergne,"soft, artisan",smooth,natural,white,sweet,pleasant,no,,,,,,
/rouleau-de-beaulieu/,Made from unpasteurized goat's milk,France,Ardeche,"soft, artisan",smooth,natural,straw,mild,fresh,no,,,,,,
/le-fium-orbo/,Made from goat's or sheep's milk,France,soft,50%,soft-ripened,natural,no,,,,,,,,,
/weichkaese/,Made from pasteurized or unpasteurized cow's milk,Germany,"soft, smear-ripened",42%,creamy and smooth,mold ripened,pale yellow,"buttery, creamy",no,Weichkäse,,,,,,
/olivet-bleu/,Made from pasteurized cow's milk,France,"soft, artisan",40%,grainy,natural,cream,salty,yes,Various,Chécy,,,,,
/little-rydings/,Made from unpasteurized sheep's milk,England,North Wootton,"soft, artisan",48%,"creamy, smooth and springy",mold ripened,white,"mild, sweet","rich, sweet",yes,Wootton Organic Dairy,,,,
/telemea/,Made from pasteurized cow's or sheep's milk,Romania,Feta,"soft, semi-soft, brined",creamy,rindless,white,"nutty, spicy, tangy",no,SC DORNA LACTATE SA,"Telemea de Arges, Telemea de Brasov, Telemea de Carei, Telemea de Harghita, Telemea de Huedin, Telemea de Oas, Telemea de Sibiu, Telemea de Vâlcea",,,,,
/guerbigny/,Made from unpasteurized cow's milk,France,Guerbigny,"soft, artisan",23%,smooth and sticky,washed,golden orange,strong,strong,no,Coeur de Marie,,,,
/bonchester/,Made from unpasteurized cow's milk,Scotland and United Kingdom,Roxburghshire,"soft, artisan",20%,close and smooth,natural,yellow,mild,grassy,no,,,,,
/menallack-farmhouse/,Made from cow's milk,England,hard,yes,,,,,,,,,,,,
/pave-de-chirac/,Made from pasteurized goat's milk,France,Chirac,"soft, artisan",creamy and smooth,natural,ivory,mild,fresh,no,,,,,,
/teifi/,Made from unpasteurized cow's milk,United Kingdom and Wales,Ceredigion,Gouda,"semi-hard, artisan","creamy, dense and smooth",natural,yellow,mild,"aromatic, rich",Caws Teifi Cheese,,,,,
/loddiswell-avondale/,Made from unpasteurized goat's milk,England,Devon,semi-soft,washed,orange,sweet,goaty,no,Jocelyn and Bill Martin,,,,,,
/neufchatel-australian/,Made from cow's milk,Australia,semi-soft,creamy and smooth,mild,no,,,,,,,,,,
/innes-button/,Made from unpasteurized goat's milk,United Kingdom,Staffordshire,"fresh soft, artisan",45%,smooth and supple,rindless,white,"citrusy, lemony","fresh, goaty",yes,Highfields Farm Dairy,Innes Clifton,,,
/kanafeh/,"Azerbaijan, Egypt, Greece, Iran, Israel, Jordan, Lebanon, Palestine, Syria and Turkey",Levant,no,"Riştə Xətayi, kadaif","kunafah, knafeh, Kunafeh, knafeh, Kenafa, kunefe",,,,,,,,,,,
/gris-de-lille/,Made from unpasteurized cow's milk,France,Nord-Pas-de-Calais,soft,45%,washed,salty,strong,no,,,,,,,
/klosterkaese/,Made from unpasteurized cow's milk,Germany,Gouda,"hard, artisan",30%,natural,pale yellow,sweet,fruity,no,Imokilly Cheese Company,Kloster Kaese,,,,
/tomme-des-chouans/,Made from cow's milk,France,Pays de la Loire,Tomme,soft,chewy and creamy,natural,pale yellow,mild,no,,,,,,
/pasteurized-processed/,Made from pasteurized cow's milk,"soft, processed","creamy, smooth, spreadable and springy",plastic,no,Various,"cheese spread, cheese food, singles",,,,,,,,,
/mahoe-aged-gouda/,Made from cow's milk,New Zealand,Northland,soft,40%,chewy and firm,yellow,"buttery, fruity",yes,Mahoe Farmhouse Cheese,,,,,,
/herriot-farmhouse/,Made from sheep's milk,England,"hard, artisan",crumbly,natural,sweet,yes,,,,,,,,,
/frinault/,Made from unpasteurized cow's milk,France,Blue,"soft, soft-ripened",50%,firm and supple,natural,white,spicy,fermented,no,,,,,
/tillamook-smoked-black-pepper-white-cheddar/,Made from pasteurized cow's milk,United States,"Tillamook, Oregon",Cheddar,hard,firm and smooth,natural,cream,"savory, smokey , spicy",Tillamook Cheese Factory,,,,,,
/gastanberra/,Made from sheep's milk,France,soft,45%,no,,,,,,,,,,,
/ulloa/,Made from pasteurized or unpasteurized cow's milk,Spain,Galicia,"semi-soft, artisan",creamy,waxed,pale yellow,sweet,"grassy, sweet",no,Various,"Arzúa Ulloa, Arzúa-Ulloa PDO, Arzúa-Ulloa DOP",,,,
/chabis-de-gatine/,Made from unpasteurized goat's milk,France,Poitou-Charentes,"soft, artisan",firm and smooth,natural,white,"salty, sharp",goaty,no,,,,,,
/cathelain/,Made from cow's milk,France,soft,smooth,sour,no,,,,,,,,,,
/staffordshire-organic/,Made from unpasteurized cow's milk,"England, Great Britain and United Kingdom",Staffordshire,"hard, artisan",48%,creamy and smooth,yellow,yes,Staffordshire Dairy,Staffordshire Organic Cheese,,,,,,
/le-lacandou/,Made from unpasteurized sheep's milk,France,Aveyron,"soft, artisan",45%,creamy,natural,pale yellow,fruity,grassy,no,,,,,
/blue-rathgore/,Made from goat's milk,Ireland,County Antrim,Blue,"semi-soft, artisan",creamy and crumbly,natural,ivory,"buttery, spicy",yes,,,,,,
/ridder/,Made from cow's milk,Norway,semi-hard,60%,creamy,washed,"nutty, sweet",no,,,,,,,,
/durrus/,Made from pasteurized cow's milk,Ireland,West Cork,"semi-soft, artisan",45%,creamy,cream,"acidic, buttery","mild, smokey",no,Durrus Farmhouse Cheese,,,,,
/romans-part-dieu/,Made from unpasteurized cow's milk,France,"Dauphiné, Rhône-Alpes","soft, artisan",creamy,mold ripened,white,"acidic, nutty",barnyardy,no,,,,,,
/bethmale-des-pyrenees/,Made from cow's milk,France,Pyrenees,semi-hard,natural,brownish yellow,mild,"aromatic, earthy, mushroom",no,,,,,,,
/blue-wensleydale/,Made from pasteurized cow's milk,England,North Yorkshire,Blue,"hard, blue-veined",close,cloth wrapped,blue,"acidic, salty, savory, sharp, strong",rich,yes,Wensleydale Creamery,,,,
/calcagno/,Made from pasteurized sheep's milk,Italy,Sardinia & Campania,Pecorino,"hard, artisan","firm, flaky and smooth",natural,pale yellow,"herbaceous, savory, sweet",herbal,no,Casa Madaio,Calcagno Pecorino,,,
/palet-de-babligny/,Made from cow's milk,France,Burgundy,soft,creamy,washed,no,,,,,,,,,
/dutch-mimolette-commissiekaas/,Made from pasteurized cow's milk,Netherlands,Nord,"hard, artisan","brittle, creamy and firm",natural,orange,fruity,fruity,no,,,,,,
/patefine-fort/,Made from pasteurized cow's milk,France,Isere,"soft, artisan",smooth,natural,white,sour,fresh,no,,,,,,
/provolone-valpadana/,Made from whole cow's milk,Italy,Milan to Udine,Pasta filata,"semi-hard, artisan","firm, grainy and open",waxed,pale yellow,"mild, smokey , spicy, sweet","pleasant, smokey",no,,,,,
/lou-pevre/,Made from unpasteurized goat's milk,France,Provence,"soft, processed",smooth,natural,white,acidic,goaty,no,,,,,,
/avaxtskyr/,Made from cow's milk,Iceland,fresh soft,yes,"Skyr, Rjomaskyr",,,,,,,,,,,
/regal-de-la-dombes/,Made from pasteurized cow's milk,France,Jura,"soft, artisan",smooth,natural,white,smooth,fresh,no,,,,,,
/shelburne-cheddar/,Made from unpasteurized cow's milk,United States,Shelburne Farms,Cheddar,"hard, artisan",51%,firm,rindless,pale yellow,strong,rich,yes,Shelburne Farms,,,
/mihalic-peynir/,Made from unpasteurized sheep's milk,Turkey,Bursa,"hard, artisan",45%,"crumbly, grainy and open",pale yellow,salty,strong,yes,,,,,,
/cahills-whiskey-cheese/,Made from pasteurized cow's milk,Ireland,Co Limerick,Cheddar,"semi-hard, artisan",creamy and soft,waxed,straw,"butterscotch, creamy","pecan, whiskey",Cahill's Farm Cheese,Cahills Original Whiskey cheese,Cahill's Irish Whiskey Cheese,,,
/swaledale/,Made from unpasteurized cow's or sheep's milk,England,"Swaledale, North Yorkshire","semi-firm, brined",48%,firm,waxed,yellow,"smooth, sweet",floral,yes,Various,,,,
/maribo/,Made from pasteurized cow's milk,Denmark,Maribo,Gouda,"semi-hard, artisan",35-40%,"creamy, firm and open",waxed,pale yellow,tangy,strong,no,,,,
/chorlton-blue-cheshire/,Made from cow's milk,"England, Great Britain and United Kingdom",Cheshire,Blue,"semi-soft, artisan, blue-veined",creamy and crumbly,natural,pale yellow,"citrusy, lemony, salty",strong,Chorlton Cheshire Cheese,,,,,
/coolea/,Made from pasteurized cow's milk,Ireland,West Cork,Gouda,"hard, artisan",45%,"close, crumbly, crystalline, dense and firm",waxed,yellow,"buttery, full-flavored, mild, sweet",no,Coolea Farmhouse Cheese Limited,,,,
/braudostur/,Made from cow's milk,Iceland,semi-hard,25%,sweet,strong,no,,,,,,,,,
/samso/,Made from pasteurized cow's milk,Denmark,semi-hard,30-45%,supple,waxed,yellow,"nutty, sour, sweet",no,,,,,,,
/pelardon-des-corbieres/,Made from goat's milk,France,Languedoc-Roussillon,soft,45%,"acidic, sweet",no,,,,,,,,,
/hubbardston-blue-cow/,Made from pasteurized cow's milk,United States,Worcester,Camembert,"soft, soft-ripened",creamy,natural,blue,smooth,strong,no,Westfield Farms,,,,
/boeren-leidse-met-sleutels/,Made from unpasteurized cow's milk,Netherlands,Leiden,Gouda,"hard, artisan",30-40%,crumbly and firm,waxed,yellow,"fruity, spicy","aromatic, rich",no,"Farmers Leiden, Leidse kaas, Leyden cheese, Boeren-Leidse kaas, Boeren-Leidse, cumin cheese, Leyden, Boeren-Leidse met sleutels, Boeren Leidenkaas",,,
/cairnsmore/,Made from unpasteurized sheep's milk,Scotland,Wigtownshire,Cheddar,"hard, artisan","crumbly, open and smooth",natural,ivory,"burnt caramel, nutty, sweet",aromatic,yes,Galloway Farmhouse Cheese,,,,
/isle-of-mull/,Made from unpasteurized cow's milk,Scotland and United Kingdom,Inner Hebrides,Cheddar,"hard, artisan",chewy and creamy,cloth wrapped,ivory,"fruity, sharp, strong, tangy","pungent, yeasty",no,"Isle of Mull Cheddar, Isle of Mull (Reade's) Cheddar",,,,
/sbrinz/,Made from unpasteurized cow's milk,Switzerland,Swiss Cheese,"hard, artisan",45%,dense and flaky,natural,yellow,"butterscotch, full-flavored, nutty, spicy, strong","aromatic, spicy",no,,,,,
/crema-agria/,Made from pasteurized cow's milk,Mexico and Caribbean,fresh soft,creamy and spreadable,rindless,white,"acidic, sour, tangy","aromatic, fresh",no,Cacique Inc.,"Crema Centroamericana, Crema Agria",,,,,
/cypress-grove-chevre/,Made from goat's milk,United States,California,Cypress Grove Chevre,,,,,,,,,,,,
/goutu/,Made from unpasteurized cow's and goat's milk,Swaziland,"semi-soft, artisan",smooth,pale yellow,no,Various,,,,,,,,,
/richelieu/,Made from pasteurized goat's milk,Canada,"Noyan, Quebec",Tomme,"semi-soft, artisan",24%,supple,washed,straw,"milky, nutty",barnyardy,no,Fromagerie Fritz Kaiser,Le Tomme du Haut Richelieu,,
/mascarpone-australian/,Made from pasteurized cow's milk,Australia,"fresh soft, processed",48.5 g/100g,"buttery, creamy, smooth, soft and spreadable",rindless,ivory,"buttery, creamy, milky, smooth, sweet","fresh, milky, sweet",yes,"La Casa Del Formaggio, Paesanella Cheese Manufacturers",Paesanella Mascarpone,,,,
/orla/,Made from pasteurized sheep's milk,Ireland,"semi-hard, brined",firm,washed,orange,"salty, sharp","earthy, strong",yes,,,,,,,
/evora-de-lalentejo/,Made from unpasteurized sheep's milk,Portugal,Alentejo,"semi-hard, artisan",firm and open,natural,pale yellow,"acidic, spicy",grassy,"Queijo de Evora, Evora Cheese DOP",,,,,,
/doppelrhamstufel/,Made from cow's milk,Germany,soft,salty,lactic,no,,,,,,,,,,
/doolin/,Made from cow's milk,Netherlands,hard,no,,,,,,,,,,,,
/cooleney/,Made from pasteurized or unpasteurized cow's milk,Ireland,Tipperary,Camembert,"soft, artisan",45%,creamy and smooth,mold ripened,white,"bitter, buttery, mushroomy",yes,Cooleeney Farm,Cooleeney Farmhouse Cheese,,,
/gippsland-blue/,Made from pasteurized cow's milk,Australia,"Gippsland, Victoria","soft, artisan, blue-veined",creamy,natural,pale yellow,"acidic, buttery, full-flavored, sharp, sweet","fermented, pungent, strong, yeasty",no,Tarago River Cheese Pty. Ltd,,,,,
/wookey-hole-cave-aged-cheddar/,England and United Kingdom,"Dorset, Somerset, and Devon & Cornwall",Cheddar,"hard, artisan",creamy and crumbly,natural,golden yellow,"nutty, sharp, tangy",earthy,yes,Ford Farm,Ford Farm Cave Aged,,,,
/evansdale-farmhouse-brie/,Made from pasteurized cow's milk,New Zealand,Waikouaiti,Brie,"soft, artisan","creamy, firm and smooth",bloomy,straw,"buttery, mushroomy, smokey",grassy,no,Evansdale Cheese,Evansdale Farmhouse Brie Smoked,,,
/jindi-brie/,Jindivick,Brie,bloomy,golden yellow,no,,,,,,,,,,,
/whitestone-farmhouse/,Made from pasteurized cow's milk,New Zealand,North Otago,"soft, artisan",48%,crumbly and springy,bloomy,white,"citrusy, lemony","fresh, grassy",yes,Whitestone Cheese,Farmhouse,,,
/oscypek/,Made from unpasteurized cow's and sheep's milk,Poland,Tatra Mountains,Cottage,"semi-hard, brined",firm,natural,pale yellow,salty,smokey,no,"Oszczypek, oscypki",,,,
/northumberland/,"Made from cow's, goat's or sheep's milk",England and United Kingdom,"Northumberland, England",Northumberland Cheese Company,,,,,,,,,,,,
/galloway-goats-milk-gems/,Made from unpasteurized cow's milk,Scotland,Galloway,Brie,"fresh soft, soft-ripened",crumbly and spreadable,natural,pale yellow,lemony,goaty,no,Galloway Farmhouse Cheese,,,,
/lajta/,Made from pasteurized cow's milk,Hungary,soft,50%,creamy and open,washed,yellow,piquant,"aromatic, stinky, strong",no,,,,,,
/king-river-gold/,Made from pasteurized or unpasteurized cow's milk,Australia,"Milawa, Victoria","semi-soft, artisan",creamy and smooth,washed,"fruity, mild, smokey",no,Milawa Cheese Company,,,,,,,
/beauvoorde/,Made from cow's milk,Belgium,Flanders,semi-hard,creamy and firm,natural,yellow,mild,spicy,,,,,,,
/harlech-truckle/,Made from pasteurized cow's milk,"Great Britain, United Kingdom and Wales",Cheddar,"semi-soft, artisan",creamy and smooth,waxed,yellow,"mild, spicy, tangy",fresh,yes,Abergavenny Fine Foods,,,,,
/buche-de-chevre/,Made from pasteurized goat's milk,France,Poitou,"soft, soft-ripened",creamy and flaky,bloomy,white,"sweet, tangy",goaty,no,Soignon,Buche de Chèvre,,,,
/challerhocker/,Made from pasteurized cow's milk,Switzerland,"St. Gallen (canton), Tufertschwil",Swiss Cheese,hard,"creamy, dense and smooth",washed,pale yellow,"caramel, nutty, salty, sweet","nutty, sweet",Käserei Tufertschwil,,,,,
/four-herb-gouda/,Made from unpasteurized cow's milk,New Zealand,hard,chewy,natural,nutty,fresh,yes,Rients Rympa,,,,,,,
/manur/,Made from cow's or sheep's milk,Serbia,"hard, artisan",40%,creamy,natural,salty,no,,,,,,,,
/sweet-style-swiss/,Switzerland,"semi-hard, artisan",firm and supple,waxed,nutty,"nutty, sweet",no,,,,,,,,,
/corleggy/,Made from pasteurized goat's milk,Ireland,County Cavan,"hard, artisan",40%,natural,"mild, nutty",yes,Corleggy Cheeses,,,,,,,
/fynbo/,Made from pasteurized cow's milk,Denmark,Fyn,Gouda,"semi-hard, artisan",16%,234 mg/100g,creamy and smooth,natural,cream,mild,no,SanCor Cooperativas Unidas Limitada,,,
/passendale/,Made from pasteurized cow's milk,Belgium,Passendale,"semi-soft, soft-ripened",28%,creamy,natural,golden orange,mild,sweet,no,,,,,
/shanklish/,Made from cow's or sheep's milk,"Egypt, Lebanon and Syria",Feta,"fresh firm, hard, artisan","creamy, crumbly and firm",mold ripened,white,"sharp, spicy, strong","pungent, strong",no,Grandpa's dairy,,,,,
/peekskill-pyramid/,Made from pasteurized cow's milk,United States,Peekskill,Brie,"soft, artisan",50%,creamy,rindless,pale yellow,"buttery, sour, sweet",rich,no,Egg Farm Dairy,,,
/grey-owl/,Made from pasteurized goat's milk,Canada,"Notre-Dame-du-Lac, Québec","soft, artisan","creamy, crumbly, dense and firm",natural,white,sharp,"fresh, goaty",Fromagerie Le Detour,,,,,,
/queso-del-tietar/,Made from unpasteurized goat's milk,Spain,Arena San Pedro in Avila,"hard, artisan",40%,creamy,yellow,"acidic, nutty, salty, sharp","goaty, mushroom, raw nut",no,Monte Enebro,,,,,
/saanenkaese/,Made from pasteurized cow's milk,Switzerland,Parmesan,"hard, processed",brittle and firm,natural,pale yellow,fruity,strong,no,,,,,,
/rabacal/,Made from goat's and sheep's milk,Portugal,Region of Coimbra,"semi-hard, artisan",50-60%,open,natural,white,smooth,no,Queijo Rabaçal,,,,,
/yarra-valley-ashed-pyramid/,Made from goat's milk,Australia,"Yarra Valley, Victoria","fresh soft, artisan",45%,creamy and crumbly,ash coated,white,"citrusy, sweet",earthy,no,Yarra Valley Dairy,,,,
/reypenaer/,Netherlands,Utrecht,Gouda,"semi-hard, artisan",creamy and flaky,natural,golden yellow,creamy,aromatic,Reypenaer Kaas Proeflokaal,,,,,,
/oltermanni/,Made from pasteurized cow's milk,Finland,Havarti,semi-soft,34%,"creamy, smooth and spreadable",rindless,pale yellow,"buttery, mild","fresh, pleasant",yes,Valio Ltd,Baby Muenster,,,
/penamellera/,"Made from pasteurized cow's, goat's and sheep's milk",Spain,Asturias,"semi-hard, artisan","creamy, dense and supple",natural,pale yellow,"acidic, bitter, herbaceous","aromatic, strong",no,CUAYAU de Penamellera,,,,,
/saaland-pfarr/,Made from pasteurized cow's milk,Sweden,semi-soft,45-50%,creamy,yellow,"salty, spicy, strong","aromatic, rich",no,Norrmejerier,VODCheese,,,,,
/pyengana-cheddar/,Made from pasteurized cow's milk,Australia,Tasmania,Cheddar,"hard, semi-hard, artisan","creamy, crumbly and smooth",natural,pale yellow,"acidic, full-flavored, herbaceous, savory, spicy","grassy, herbal",no,Pyengana Dairy Company,,,,
/ardsallagh-hard-goats-cheese/,Made from pasteurized goat's milk,Ireland,Carrigtwohill,"semi-hard, artisan",firm and smooth,natural,white,"nutty, salty, smooth",yes,Ardsallagh Goats Farm,,,,,,
/meira/,Made from sheep's milk,Iraq,semi-hard,no,Mira,,,,,,,,,,,
/woodside-cabecou/,Made from goat's milk,Australia,South Australia,"soft, artisan",25%,creamy,white,"acidic, salty",aromatic,yes,Woodside Cheese Wrights,,,,,
/croghan/,Made from unpasteurized goat's milk,Ireland,County Wexford,"semi-soft, artisan",supple,washed,white,full-flavored,"earthy, grassy",yes,Croghan Goat Farm,,,,,
/la-serena/,Made from unpasteurized sheep's milk,Spain,Extremadura,soft,50%,creamy and spreadable,washed,straw,"bitter, full-flavored, sharp, strong","pleasant, strong",yes,"Torta La Serena, Queso de la Serena, Torta de la Serena",,,,
/lairobell/,Made from unpasteurized goat's milk,Scotland and United Kingdom,Orkney Isles,"hard, artisan",crumbly and open,natural,pale yellow,"herbaceous, sweet",goaty,yes,,,,,,
/monastery-cheeses/,Made from pasteurized or unpasteurized cow's milk,"Belgium, Canada, France, Switzerland and United States","soft, semi-soft, brined","chalky, creamy, firm and grainy",washed,golden yellow,"mild, pungent","pungent, strong",no,"monastery, trappist cheese, monk cheese",,,,,,
/malvern/,Made from unpasteurized sheep's milk,"England, Great Britain and United Kingdom",Severn Valley,"semi-hard, artisan",50%,creamy and dense,ivory,"butterscotch, herbaceous, sweet",yes,,,,,,,
/meyer-vintage-gouda/,Made from cow's milk,New Zealand,Hamilton,Gouda,"semi-hard, artisan",crumbly,"nutty, sharp, spicy",aromatic,no,,,,,,,
/montasio-mezzano/,Made from unpasteurized cow's milk,Italy,Friuli Venezia Giulia and Veneto,"semi-firm, artisan",creamy,natural,"full-flavored, nutty, sweet",strong,no,,,,,,,
/queso-del-montsec/,Made from unpasteurized goat's milk,Spain,Catalonia,"soft, artisan",creamy and grainy,natural,"herbaceous, spicy","earthy, grassy",yes,,,,,,,
